Time,frame_id,x,y,z,ag_id,data_label,map_name,Time_delta,x_delta,y_delta,z_delta,x_speed,y_speed,z_speed,2D_speed,3D_speed,tracklet_id
10.81,1081,6.340386499999999,-2.1436395000000004,1.6831515,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,-0.03448700000000038,-0.0026140000000003383,0.03138900000000011,-0.08621750000000086,-0.00653500000000084,0.07847250000000021,0.08646481094208303,0.11676513515386429,1.0
11.21,1121,6.326117,-2.1409589999999996,1.6917075,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,-0.014269499999999269,0.0026805000000007517,0.008556000000000008,-0.03567374999999814,0.006701250000001873,0.021390000000000003,0.03629770227748435,0.04213140503976686,1.0
11.61,1161,6.342776,-2.1414005,1.6865365,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.016658999999999757,-0.00044150000000042766,-0.005170999999999815,0.04164749999999954,-0.001103750000001073,-0.012927499999999582,0.04166212332937994,0.043621700752749806,1.0
12.01,1201,6.372473499999999,-2.1431935,1.668221,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,0.029697499999999266,-0.0017930000000001556,-0.01831550000000015,0.0742437499999981,-0.004482500000000385,-0.045788750000000336,0.0743789433933571,0.08734321294110237,1.0
12.41,1241,6.403077499999999,-2.151325,1.6425435,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,0.030604000000000298,-0.008131499999999736,-0.02567750000000002,0.07651000000000067,-0.020328749999999323,-0.06419375,0.07916462705377053,0.1019209287419668,1.0
12.81,1281,6.391828,-2.155592,1.6479030000000001,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,-0.011249499999999024,-0.004267000000000021,0.0053595000000001836,-0.028123749999997536,-0.010667500000000043,0.013398750000000447,0.030078910723501315,0.03292821543714257,1.0
13.21,1321,6.340327499999999,-2.1523345,1.6791179999999999,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,-0.05150050000000128,0.0032575000000001353,0.03121499999999977,-0.1287512500000031,0.008143750000000331,0.07803749999999936,0.12900854638598871,0.15077485349644912,1.0
13.61,1361,6.2747055,-2.1603635,1.6832195,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.0656219999999994,-0.008029000000000064,0.004101500000000202,-0.1640549999999991,-0.020072500000000233,0.010253750000000542,0.16527839629319285,0.16559615838029643,1.0
14.01,1401,6.239862499999999,-2.1625810000000003,1.6690030000000002,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,-0.0348430000000004,-0.0022175000000004275,-0.014216499999999854,-0.08710750000000092,-0.0055437500000010635,-0.0355412499999996,0.08728373113193932,0.09424240113598095,1.0
14.41,1441,6.1725674999999995,-2.1166015000000002,1.685599,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,-0.06729499999999966,0.04597950000000006,0.016595999999999833,-0.168237499999999,0.11494875000000006,0.04148999999999955,0.20375738399580068,0.20793867276870873,1.0
14.81,1481,5.982085999999999,-2.0125605,1.712056,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,-0.19048150000000064,0.10404100000000005,0.026456999999999953,-0.47620375000000115,0.2601024999999999,0.06614249999999983,0.5426078897512582,0.5466243246751498,1.0
15.21,1521,5.792868499999999,-1.840999,1.7090235,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000036,-0.18921749999999982,0.17156150000000014,-0.0030324999999999935,-0.4730437499999991,0.42890375,-0.007581249999999977,0.6385364642509652,0.6385814682009545,1.0
15.61,1561,5.661322499999999,-1.5857134999999998,1.7101365000000002,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.13154600000000016,0.2552855000000003,0.0011130000000001417,-0.3288650000000016,0.6382137500000029,0.002782500000000364,0.7179616834581546,0.7179670753038173,1.0
16.01,1601,5.484704499999999,-1.310939,1.712575,Helmet_3,Visitors-Alone,3009_map.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
16.41,1641,5.240009499999999,-1.026286,1.711295,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.2446950000000001,0.28465300000000004,-0.0012799999999999478,-0.6117375000000025,0.7116325000000027,-0.003199999999999881,0.9384261206736025,0.938431576601356,2.0
16.81,1681,4.990295999999999,-0.6982145000000001,1.7215410000000002,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.24971350000000037,0.32807149999999996,0.0102460000000002,-0.6242837500000031,0.8201787500000028,0.02561500000000059,1.0307392407712213,1.0310574720599397,2.0
17.21,1721,4.6996155,-0.39285899999999996,1.7212330000000002,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,-0.2906804999999988,0.3053555000000001,-0.00030799999999997496,-0.7267012499999931,0.7633887499999962,-0.0007699999999999333,1.0539720538885788,1.0539723351578585,2.0
17.61,1761,4.3625085,-0.1000245,1.7107185,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.3371070000000005,0.29283449999999994,-0.010514500000000204,-0.8427675000000042,0.7320862500000025,-0.026286250000000604,1.1163365695413383,1.1166460063217825,2.0
18.01,1801,4.0228215,0.20216399999999998,1.7083620000000002,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,-0.33968699999999963,0.30218849999999997,-0.0023564999999998726,-0.8492174999999945,0.7554712499999959,-0.00589124999999965,1.1366209446789184,1.1366362121230167,2.0
18.41,1841,3.6702305,0.4845255,1.721848,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.3525909999999999,0.28236150000000004,0.013485999999999887,-0.8814775000000028,0.7059037500000026,0.033714999999999835,1.1292930032858264,1.1297961712164373,2.0
18.81,1881,3.3384699999999996,0.7546725000000001,1.727643,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.33176050000000057,0.2701470000000001,0.005794999999999995,-0.8294012500000044,0.6753675000000026,0.014487500000000039,1.0695923024955927,1.0696904137244914,2.0
19.21,1921,2.9837705,1.014485,1.719167,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,-0.3546994999999997,0.2598125,-0.00847600000000015,-0.8867487499999945,0.6495312499999966,-0.02119000000000026,1.0991879686173383,1.0993921986502864,2.0
19.61,1961,2.6019159999999997,1.2720445000000002,1.7146965,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.3818545000000002,0.25755950000000016,-0.004470499999999822,-0.954636250000004,0.6438987500000027,-0.011176249999999594,1.1514929309664197,1.1515471673490836,2.0
20.01,2001,2.241509,1.5434835,1.7248485,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,-0.3604069999999995,0.27143899999999976,0.010151999999999939,-0.9010174999999939,0.6785974999999957,0.025379999999999712,1.127974779111875,1.1282602743660184,2.0
20.41,2041,1.8702,1.780969,1.7355405000000002,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.3713090000000001,0.23748550000000002,0.010692000000000146,-0.9282725000000036,0.5937137500000021,0.026730000000000458,1.101901016968095,1.102225178489097,2.0
20.81,2081,1.5285629999999997,2.0242345,1.7286089999999998,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.3416370000000004,0.2432654999999999,-0.006931500000000312,-0.854092500000004,0.6081637500000019,-0.017328750000000843,1.048492797004501,1.0486359859106897,2.0
21.21,2121,1.2193309999999997,2.3059115,1.7206620000000001,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,-0.30923199999999995,0.2816770000000002,-0.007946999999999704,-0.7730799999999958,0.7041924999999967,-0.019867499999999153,1.0457245160443733,1.045913228242424,2.0
21.61,2161,0.9264384999999996,2.577862,1.726279,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.2928925000000001,0.2719505,0.005616999999999761,-0.7322312500000029,0.6798762500000024,0.014042499999999453,0.9991968368598013,0.9992955071433487,2.0
22.01,2201,0.6765574999999996,2.8464704999999997,1.723875,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,-0.24988100000000002,0.2686084999999996,-0.0024039999999998507,-0.6247024999999967,0.6715212499999954,-0.006009999999999595,0.917166289561387,0.9171859804902178,2.0
22.41,2241,0.4228544999999995,3.052615,1.71759,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.25370300000000007,0.20614450000000017,-0.006285000000000096,-0.6342575000000025,0.5153612500000022,-0.015712500000000296,0.8172391292074909,0.8173901620181563,2.0
22.81,2281,0.18818649999999956,3.1782315,1.7184415,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.23466799999999996,0.12561650000000002,0.000851500000000005,-0.586670000000002,0.31404125000000116,0.00212875000000002,0.6654348920830389,0.6654382970479894,2.0
23.21,2321,0.04419549999999955,3.28309,1.6993969999999998,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,-0.143991,0.10485850000000019,-0.01904450000000013,-0.3599774999999981,0.2621462499999991,-0.04761125000000007,0.44531388581012227,0.4478518594601045,2.0
23.61,2361,-0.006606000000000454,3.3367085000000003,1.677958,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.0508015,0.053618500000000235,-0.021438999999999764,-0.12700375000000044,0.13404625000000106,-0.0535974999999996,0.1846573845074315,0.19227855226045193,2.0
24.01,2401,0.02880049999999955,3.3228165,1.68776,Helmet_3,Visitors-Alone,3009_map.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
24.41,2441,0.09854799999999957,3.308478,1.7074505,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.06974750000000002,-0.014338500000000032,0.019690500000000055,0.17436875000000066,-0.035846250000000204,0.04922625000000031,0.17801520894470013,0.18469607008457917,3.0
24.81,2481,0.13991949999999956,3.3194105,1.7132835,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.04137149999999999,0.010932500000000012,0.005832999999999977,0.10342875000000035,0.027331250000000126,0.014582499999999995,0.10697898650260751,0.10796829562133078,3.0
25.21,2521,0.14598749999999955,3.3308240000000002,1.7121104999999999,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,0.00606799999999999,0.011413500000000187,-0.0011730000000000906,0.015169999999999894,0.028533750000000316,-0.002932500000000211,0.032315689518599394,0.03244847215682914,3.0
25.61,2561,0.16635549999999955,3.315057,1.7209045,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.020367999999999997,-0.01576700000000031,0.00879400000000019,0.05092000000000017,-0.03941750000000091,0.021985000000000556,0.06439398812195195,0.06804355907248028,3.0
26.01,2601,0.22615349999999956,3.2898285,1.7317855,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,0.05979800000000002,-0.025228499999999876,0.010880999999999919,0.14949499999999924,-0.06307124999999936,0.02720249999999965,0.1622551620182304,0.16451964505131955,3.0
26.41,2641,0.2732539999999996,3.2841565,1.7303344999999999,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.047100500000000045,-0.005672000000000121,-0.001451000000000091,0.11775125000000053,-0.014180000000000354,-0.0036275000000002408,0.11860197838384752,0.1186574398544509,3.0
26.81,2681,0.2541514999999996,3.2988560000000002,1.7225325,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.019102500000000022,0.01469950000000031,-0.007801999999999865,-0.04775625000000022,0.036748750000000906,-0.01950499999999973,0.06025885860705534,0.06333699602621738,3.0
27.21,2721,0.22406599999999954,3.2671255,1.7227355,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,-0.030085500000000043,-0.031730500000000106,0.00020299999999995322,-0.0752137499999997,-0.07932624999999985,0.0005074999999998803,0.10931496753933072,0.10931614557957543,3.0
27.61,2761,0.2511029999999996,3.1295370000000005,1.7300115,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.027037000000000033,-0.13758849999999967,0.00727600000000006,0.06759250000000032,-0.3439712500000004,0.018190000000000216,0.3505495212987928,0.35102114321335803,3.0
28.01,2801,0.29151649999999957,2.9434285,1.736551,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,0.04041349999999999,-0.18610850000000045,0.00653949999999992,0.10103374999999944,-0.46527124999999864,0.016348749999999714,0.4761146445086768,0.4763952522246482,3.0
28.41,2841,0.3097529999999996,2.7529364999999997,1.737219,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.018236500000000044,-0.19049200000000033,0.000668000000000113,0.04559125000000027,-0.4762300000000025,0.0016700000000002882,0.47840733165009597,0.47841024641678076,3.0
28.81,2881,0.33423899999999956,2.5177245,1.7310364999999999,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.024485999999999952,-0.23521199999999975,-0.006182500000000202,0.061215000000000096,-0.5880300000000015,-0.01545625000000056,0.5912077106440694,0.5914097165156016,3.0
29.21,2921,0.4422479999999996,2.2656655,1.723701,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,0.10800900000000002,-0.25205900000000003,-0.007335499999999939,0.2700224999999986,-0.6301474999999968,-0.01833874999999975,0.6855640176252654,0.6858092533744771,3.0
29.61,2961,0.6079444999999996,1.9827055,1.7147185,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.16569649999999997,-0.2829599999999999,-0.008982499999999893,0.4142412500000014,-0.7074000000000022,-0.022456249999999813,0.8197625102440137,0.8200700313788019,3.0
30.01,3001,0.7868429999999996,1.6248695,1.7219875,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,0.17889850000000007,-0.35783600000000004,0.00726899999999997,0.4472462499999978,-0.8945899999999953,0.018172499999999828,1.0001602252834554,1.0003253050859515,3.0
30.41,3041,1.0479309999999995,1.2925595,1.7284364999999997,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.2610879999999999,-0.3323099999999999,0.006448999999999705,0.652720000000002,-0.8307750000000027,0.01612249999999932,1.056518101607827,1.0566411093797443,3.0
30.81,3081,1.3340789999999996,0.9933044999999999,1.7151355000000001,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.28614800000000007,-0.29925500000000016,-0.013300999999999563,0.7153700000000027,-0.748137500000003,-0.033252499999999026,1.03511543115068,1.0356494023377354,3.0
31.21,3121,1.6018199999999998,0.6799339999999999,1.712622,Helmet_3,Visitors-Alone,3009_map.png,0.40000000000000213,0.26774100000000023,-0.3133705,-0.0025135000000000574,0.669352499999997,-0.7834262499999958,-0.0062837500000001096,1.0304316854820128,1.0304508449991026,3.0
31.61,3161,1.9035765,0.415324,1.723801,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.3017565000000002,-0.2646099999999999,0.011178999999999828,0.7543912500000032,-0.6615250000000021,0.02794749999999967,1.0033551134576282,1.003744263474427,3.0
32.01,3201,2.2021195,0.1875995,1.7209845,Helmet_3,Visitors-Alone,3009_map.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
32.41,3241,2.5181219999999995,-0.04204000000000001,1.7069630000000002,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.31600249999999974,-0.2296395,-0.014021499999999687,0.7900062500000021,-0.574098750000002,-0.03505374999999934,0.9765752658093645,0.9772041829524131,4.0
32.81,3281,2.879422,-0.2682675,1.712104,Helmet_3,Visitors-Alone,3009_map.png,0.4000000000000057,0.3613000000000004,-0.22622749999999997,0.00514099999999984,0.9032499999999881,-0.5655687499999918,0.012852499999999418,1.0657056692523184,1.0657831675499392,4.0
33.21,3321,3.2142215000000003,-0.5143025,1.7230085,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.33479950000000036,-0.246035,0.010904499999999873,0.8369987500000039,-0.6150875000000022,0.02726124999999978,1.0387008906118362,1.039058571933933,4.0
33.61,3361,3.5490754999999994,-0.753796,1.7130370000000001,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.3348539999999991,-0.23949350000000003,-0.0099714999999998,0.8371350000000007,-0.5987337500000022,-0.02492874999999959,1.0292118885895492,1.029513746479681,4.0
34.01,3401,3.901244,-0.9642915000000001,1.7138440000000001,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.3521685000000008,-0.21049550000000006,0.0008070000000000022,0.880421250000005,-0.526238750000002,0.0020175000000000128,1.0257040506174948,1.0257060347679476,4.0
34.41,3441,4.227204999999999,-1.1764465,1.7263385,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.3259609999999986,-0.21215499999999987,0.012494499999999853,0.8149024999999994,-0.5303875000000016,0.031236249999999743,0.9723049854148135,0.9728066035839616,4.0
34.81,3481,4.5803905,-1.373178,1.720433,Helmet_3,Visitors-Alone,3009_map.png,0.4000000000000057,0.35318550000000126,-0.19673150000000006,-0.005905499999999897,0.8829637499999906,-0.49182874999999315,-0.014763749999999532,1.010702974736199,1.010810799039397,4.0
35.21,3521,4.935798999999999,-1.556052,1.707771,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.35540849999999935,-0.18287399999999998,-0.012662000000000173,0.8885212500000015,-0.45718500000000156,-0.031655000000000544,0.9992437820304746,0.999745054977301,4.0
35.61,3561,5.251147499999999,-1.7382955000000002,1.7140415,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.3153484999999998,-0.18224350000000022,0.006270500000000068,0.7883712500000023,-0.45560875000000217,0.015676250000000225,0.9105539857159105,0.9106889181917133,4.0
36.01,3601,5.548662999999999,-1.8513125,1.7203074999999999,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.2975154999999994,-0.1130169999999997,0.006265999999999883,0.7437887500000011,-0.28254250000000025,0.015664999999999762,0.7956456302480485,0.7957998248038348,4.0
36.41,3641,5.832704999999999,-1.9642175,1.7152695,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.28404200000000035,-0.11290500000000003,-0.005037999999999876,0.7101050000000034,-0.2822625000000011,-0.012594999999999735,0.764147387570785,0.7642511785769488,4.0
36.81,3681,6.122094999999999,-2.1272675,1.6859035,Helmet_3,Visitors-Alone,3009_map.png,0.4000000000000057,0.28939000000000004,-0.16304999999999992,-0.029366000000000003,0.7234749999999898,-0.407624999999994,-0.07341499999999897,0.830406055041737,0.8336449954716818,4.0
37.21,3721,6.3257069999999995,-2.2073139999999998,1.645471,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.20361200000000057,-0.08004649999999991,-0.04043250000000009,0.5090300000000032,-0.2001162500000005,-0.1010812500000006,0.5469534298402982,0.5562153121909075,4.0
37.61,3761,6.383806499999999,-2.2015460000000004,1.6334635,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,0.05809949999999908,0.005767999999999329,-0.012007499999999949,0.14524874999999823,0.014419999999998375,-0.03001874999999998,0.14596278901337126,0.1490176537465425,4.0
38.01,3801,6.367296,-2.1729765000000003,1.6480235,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.016510499999998984,0.028569500000000136,0.014560000000000128,-0.041276249999997607,0.07142375000000059,0.03640000000000045,0.08249291410857595,0.09016673931181564,4.0
38.41,3841,6.337328499999999,-2.1348314999999998,1.6702260000000002,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.02996750000000059,0.03814500000000054,0.022202500000000125,-0.07491875000000174,0.09536250000000168,0.05550625000000051,0.12127170118297624,0.13337079626693257,4.0
38.81,3881,6.3172464999999995,-2.1138470000000003,1.6790155,Helmet_3,Visitors-Alone,3009_map.png,0.4000000000000057,-0.02008199999999949,0.020984499999999517,0.008789499999999784,-0.05020499999999801,0.05246124999999805,0.021973749999999147,0.07261353025822458,0.07586547611149987,4.0
39.21,3921,6.298028499999999,-2.1098359999999996,1.682224,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.0192180000000004,0.004011000000000653,0.0032084999999999475,-0.04804500000000118,0.010027500000001669,0.008021249999999897,0.049080268756906235,0.04973141092722631,4.0
39.61,3961,6.249655999999999,-2.1092020000000002,1.6950225,Helmet_3,Visitors-Alone,3009_map.png,0.3999999999999986,-0.04837250000000015,0.0006339999999993573,0.012798500000000157,-0.12093125000000081,0.0015849999999983989,0.0319962500000005,0.12094163655070445,0.12510251582452378,4.0
40.01,4001,6.203895499999999,-2.1275645000000005,1.704281,Helmet_3,Visitors-Alone,3009_map.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
